Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tip Winning Team,Tip Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tip Winner,Tip Winner Link,Tip Loser,Tip Loser Link,Tip Winner Scores,Home TS Mu,Away TS Mu,Home TS Sigma,Away TS Sigma,Home Lifetime Appearances,Away Lifetime Appearances,Home Tipper Wins,Away Tipper Wins,Home Tipper Losses,Away Tipper Losses
200210290SAC,https://www.basketball-reference.com/boxscores/pbp/200210290SAC.html,Sacramento Kings,Cleveland Cavaliers,SAC,CLE,V. Divac,D. Diop,R. Davis,CLE,SAC,B. Coles,/players/c/colesbi01.html,CLE,SAC,D. Diop,/players/d/diopde01.html,V. Divac,/players/d/divacvl01.html,1.0,25.65655155750549,20.556918069571292,0.8233155395600353,6.652478475550004,306,2,152,0,154,1
200210290LAL,https://www.basketball-reference.com/boxscores/pbp/200210290LAL.html,Los Angeles Lakers,San Antonio Spurs,LAL,SAS,S. Samake,D. Robinson,T. Duncan,SAS,LAL,S. Smith,/players/s/smithst01.html,SAS,LAL,D. Robinson,/players/r/robinda01.html,S. Samake,/players/s/samakso01.html,1.0,25.0,27.01538761051981,8.333333333333334,0.8345731345869588,1,406,0,251,1,154
200210300BOS,https://www.basketball-reference.com/boxscores/pbp/200210300BOS.html,Boston Celtics,Chicago Bulls,BOS,CHI,T. Battie,T. Chandler,J. Rose,CHI,BOS,T. Hassell,/players/h/hassetr01.html,CHI,BOS,T. Chandler,/players/c/chandty01.html,T. Battie,/players/b/battito01.html,1.0,24.178797074770305,23.65340077773983,0.8539339327705388,1.5283010385471316,177,32,85,14,92,17
200210300TOR,https://www.basketball-reference.com/boxscores/pbp/200210300TOR.html,Toronto Raptors,Washington Wizards,TOR,WAS,J. McCoy,K. Brown,L. Hughes,WAS,TOR,B. Russell,/players/r/russebr01.html,WAS,TOR,K. Brown,/players/b/brownkw01.html,J. McCoy,/players/m/mccoyje01.html,1.0,23.52060150191285,12.467524255068763,2.33708999581414,4.9296077530694005,14,4,6,0,8,3
200210300PHI,https://www.basketball-reference.com/boxscores/pbp/200210300PHI.html,Philadelphia 76ers,Milwaukee Bucks,PHI,MIL,K. Van Horn,D. Gadzuric,R. Allen,MIL,PHI,T. Thomas,/players/t/thomati01.html,MIL,PHI,D. Gadzuric,/players/g/gadzuda01.html,K. Van Horn,/players/v/vanhoke01.html,1.0,23.218976759610964,25.0,0.8367331358161129,8.333333333333334,229,1,101,0,128,0
200210300IND,https://www.basketball-reference.com/boxscores/pbp/200210300IND.html,Indiana Pacers,Houston Rockets,IND,HOU,J. O'Neal,K. Cato,S. Francis,HOU,IND,M. Norris,/players/n/norrimo01.html,HOU,IND,K. Cato,/players/c/catoke01.html,J. O'Neal,/players/o/onealje01.html,1.0,26.223880989118232,24.80622163479777,0.8880497508379013,0.8950834219762906,153,126,94,62,60,63
200210300NJN,https://www.basketball-reference.com/boxscores/pbp/200210300NJN.html,New Jersey Nets,Atlanta Hawks,NJN,ATL,D. Mutombo,T. Ratliff,D. Mutombo,NJN,ATL,K. Martin,/players/m/martike01.html,NJN,ATL,D. Mutombo,/players/m/mutomdi01.html,T. Ratliff,/players/r/ratlith01.html,1.0,24.673109704489537,23.759301750326923,0.8195547928449306,0.8411697005546389,400,224,238,97,162,128
200210300MIA,https://www.basketball-reference.com/boxscores/pbp/200210300MIA.html,Miami Heat,Orlando Magic,MIA,ORL,B. Grant,A. DeClercq,T. Best,ORL,MIA,P. Burke,/players/b/burkepa01.html,MIA,ORL,A. DeClercq,/players/d/declean01.html,B. Grant,/players/g/grantbr01.html,0.0,20.92418386032584,21.6741935531961,1.157802730352074,0.8795667650791309,69,161,20,58,49,102
200210300MIN,https://www.basketball-reference.com/boxscores/pbp/200210300MIN.html,Minnesota Timberwolves,Denver Nuggets,MIN,DEN,K. Garnett,M. Blount,T. Hudson,MIN,DEN,A. Peeler,/players/p/peelean01.html,MIN,DEN,K. Garnett,/players/g/garneke01.html,M. Blount,/players/b/blounma01.html,1.0,25.0211247270971,27.04942480128755,0.8265533246430662,1.2643088491366858,315,50,149,31,166,20
200210300MEM,https://www.basketball-reference.com/boxscores/pbp/200210300MEM.html,Memphis Grizzlies,Dallas Mavericks,MEM,DAL,P. Gasol,R. LaFrentz,P. Gasol,DAL,MEM,M. Finley,/players/f/finlemi01.html,MEM,DAL,R. LaFrentz,/players/l/lafrera01.html,P. Gasol,/players/g/gasolpa01.html,0.0,25.045761147766523,24.700515999458062,1.1587676483338494,0.9731174084853534,57,93,29,46,28,46
